Top 20% High Entropy Tokens (sorted by entropy):

999. Token: 'Ġa', Entropy: 8.183696, Dataset: advbench, Text Index: 59, Position: 8
5148. Token: 'Ġfor', Entropy: 6.063701, Dataset: advbench, Text Index: 304, Position: 7
25. Token: 'Ġfor', Entropy: 6.063699, Dataset: advbench, Text Index: 1, Position: 7
6434. Token: 'Ġfor', Entropy: 6.063699, Dataset: advbench, Text Index: 381, Position: 7
5230. Token: 'Ġfor', Entropy: 6.063698, Dataset: advbench, Text Index: 309, Position: 7
8234. Token: 'Ġand', Entropy: 6.059334, Dataset: advbench, Text Index: 487, Position: 14
2728. Token: 'Ġor', Entropy: 6.055940, Dataset: advbench, Text Index: 162, Position: 11
3532. Token: 'Ġa', Entropy: 6.055399, Dataset: advbench, Text Index: 210, Position: 9
1972. Token: 'Ġthe', Entropy: 6.050298, Dataset: advbench, Text Index: 118, Position: 9
5772. Token: 'Ġuses', Entropy: 6.043859, Dataset: advbench, Text Index: 342, Position: 8
2486. Token: 'Ġpromotes', Entropy: 6.037029, Dataset: advbench, Text Index: 149, Position: 8
1395. Token: 'Ġmalicious', Entropy: 6.036781, Dataset: advbench, Text Index: 83, Position: 6
6332. Token: 'Ġin', Entropy: 6.030394, Dataset: advbench, Text Index: 374, Position: 12
166. Token: 'Ġlike', Entropy: 6.030298, Dataset: advbench, Text Index: 9, Position: 17
7372. Token: 'Ġof', Entropy: 6.016913, Dataset: advbench, Text Index: 435, Position: 12
1098. Token: 'Ġthe', Entropy: 6.013298, Dataset: advbench, Text Index: 64, Position: 18
7029. Token: 'Ġa', Entropy: 6.011858, Dataset: advbench, Text Index: 415, Position: 12
4475. Token: 'Ġor', Entropy: 6.011698, Dataset: advbench, Text Index: 265, Position: 14
6091. Token: 'Ġor', Entropy: 6.011171, Dataset: advbench, Text Index: 360, Position: 11
6366. Token: 'Ġusing', Entropy: 6.004458, Dataset: advbench, Text Index: 376, Position: 10
935. Token: 'Ġusing', Entropy: 6.004458, Dataset: advbench, Text Index: 55, Position: 10
3414. Token: 'Ġand', Entropy: 6.003567, Dataset: advbench, Text Index: 203, Position: 12
362. Token: 'Ġabout', Entropy: 5.999578, Dataset: advbench, Text Index: 21, Position: 12
4354. Token: 'Ġabout', Entropy: 5.988124, Dataset: advbench, Text Index: 258, Position: 10
3363. Token: 'Ġthe', Entropy: 5.986444, Dataset: advbench, Text Index: 200, Position: 9
1481. Token: 'Ġthe', Entropy: 5.986443, Dataset: advbench, Text Index: 88, Position: 9
5664. Token: 'Ġa', Entropy: 5.981273, Dataset: advbench, Text Index: 335, Position: 13
8112. Token: 'Ġusing', Entropy: 5.969791, Dataset: advbench, Text Index: 480, Position: 14
5648. Token: 'Ġusing', Entropy: 5.969455, Dataset: advbench, Text Index: 334, Position: 13
8462. Token: 'Ġand', Entropy: 5.958370, Dataset: advbench, Text Index: 500, Position: 12
5696. Token: 'Ġspecific', Entropy: 5.955693, Dataset: advbench, Text Index: 337, Position: 10
2067. Token: 'Ġstealing', Entropy: 5.954947, Dataset: advbench, Text Index: 124, Position: 8
601. Token: 'Ġcounterfeit', Entropy: 5.953520, Dataset: advbench, Text Index: 35, Position: 13
206. Token: 'Ġa', Entropy: 5.951987, Dataset: advbench, Text Index: 11, Position: 17
4704. Token: ''s', Entropy: 5.949587, Dataset: advbench, Text Index: 278, Position: 13
616. Token: 'Ġusing', Entropy: 5.947897, Dataset: advbench, Text Index: 36, Position: 13
6750. Token: 'Ġusing', Entropy: 5.947897, Dataset: advbench, Text Index: 399, Position: 13
93. Token: 'Ġmanipulating', Entropy: 5.944573, Dataset: advbench, Text Index: 5, Position: 8
5282. Token: 'Ġor', Entropy: 5.942944, Dataset: advbench, Text Index: 312, Position: 11
4869. Token: 'Ġfor', Entropy: 5.937315, Dataset: advbench, Text Index: 288, Position: 7
5105. Token: 'Ġfor', Entropy: 5.937315, Dataset: advbench, Text Index: 302, Position: 7
3575. Token: 'Ġfor', Entropy: 5.937315, Dataset: advbench, Text Index: 213, Position: 7
4371. Token: 'Ġfor', Entropy: 5.937315, Dataset: advbench, Text Index: 259, Position: 7
5278. Token: 'Ġfor', Entropy: 5.937312, Dataset: advbench, Text Index: 312, Position: 7
4107. Token: 'Ġa', Entropy: 5.936506, Dataset: advbench, Text Index: 242, Position: 10
1960. Token: 'Ġdistribute', Entropy: 5.934096, Dataset: advbench, Text Index: 117, Position: 12
1506. Token: 'Ġto', Entropy: 5.933026, Dataset: advbench, Text Index: 90, Position: 8
684. Token: 'Ġto', Entropy: 5.931654, Dataset: advbench, Text Index: 40, Position: 11
2809. Token: 'Ġthe', Entropy: 5.926542, Dataset: advbench, Text Index: 167, Position: 15
5973. Token: 'Ġand', Entropy: 5.920064, Dataset: advbench, Text Index: 353, Position: 14
4059. Token: 'Ġand', Entropy: 5.911127, Dataset: advbench, Text Index: 239, Position: 17
5574. Token: 'Ġof', Entropy: 5.909600, Dataset: advbench, Text Index: 329, Position: 12
502. Token: 'Ġfor', Entropy: 5.909122, Dataset: advbench, Text Index: 29, Position: 7
5028. Token: 'Ġfor', Entropy: 5.909122, Dataset: advbench, Text Index: 297, Position: 7
733. Token: 'Ġand', Entropy: 5.902860, Dataset: advbench, Text Index: 43, Position: 11
8256. Token: 'Ġthe', Entropy: 5.900564, Dataset: advbench, Text Index: 488, Position: 20
4168. Token: 'Ġhack', Entropy: 5.896269, Dataset: advbench, Text Index: 246, Position: 10
4126. Token: 'Ġand', Entropy: 5.895483, Dataset: advbench, Text Index: 243, Position: 16
5572. Token: 'Ġthe', Entropy: 5.892975, Dataset: advbench, Text Index: 329, Position: 10
4094. Token: ''s', Entropy: 5.890161, Dataset: advbench, Text Index: 241, Position: 12
5695. Token: 'Ġa', Entropy: 5.888677, Dataset: advbench, Text Index: 337, Position: 9
5662. Token: 'Ġhack', Entropy: 5.887788, Dataset: advbench, Text Index: 335, Position: 11
8761. Token: 'Ġand', Entropy: 5.884311, Dataset: advbench, Text Index: 517, Position: 13
4472. Token: 'Ġdangerous', Entropy: 5.882190, Dataset: advbench, Text Index: 265, Position: 11
2276. Token: 'Ġto', Entropy: 5.877664, Dataset: advbench, Text Index: 136, Position: 11
6105. Token: 'Ġa', Entropy: 5.875376, Dataset: advbench, Text Index: 361, Position: 11
4650. Token: 'Ġa', Entropy: 5.875376, Dataset: advbench, Text Index: 275, Position: 11
3150. Token: 'Ġa', Entropy: 5.875375, Dataset: advbench, Text Index: 187, Position: 11
8599. Token: 'Ġa', Entropy: 5.875375, Dataset: advbench, Text Index: 508, Position: 11
3599. Token: 'Ġa', Entropy: 5.875375, Dataset: advbench, Text Index: 214, Position: 11
1779. Token: 'Ġand', Entropy: 5.871933, Dataset: advbench, Text Index: 106, Position: 14
3203. Token: 'Ġand', Entropy: 5.871689, Dataset: advbench, Text Index: 190, Position: 12
7843. Token: 'Ġor', Entropy: 5.871439, Dataset: advbench, Text Index: 463, Position: 10
5694. Token: 'Ġtargets', Entropy: 5.868226, Dataset: advbench, Text Index: 337, Position: 8
7182. Token: 'ĠD', Entropy: 5.858670, Dataset: advbench, Text Index: 424, Position: 10
1650. Token: 'Ġby', Entropy: 5.858228, Dataset: advbench, Text Index: 98, Position: 11
2665. Token: ',', Entropy: 5.857115, Dataset: advbench, Text Index: 159, Position: 13
2327. Token: 'Ġa', Entropy: 5.852829, Dataset: advbench, Text Index: 139, Position: 14
4352. Token: 'Ġspreading', Entropy: 5.851836, Dataset: advbench, Text Index: 258, Position: 8
6381. Token: 'Ġor', Entropy: 5.848775, Dataset: advbench, Text Index: 377, Position: 11
8673. Token: 'Ġor', Entropy: 5.846870, Dataset: advbench, Text Index: 512, Position: 10
12. Token: 'Ġin', Entropy: 5.837615, Dataset: advbench, Text Index: 0, Position: 11
2553. Token: 'Ġinsider', Entropy: 5.832226, Dataset: advbench, Text Index: 153, Position: 9
2108. Token: 'Ġinsider', Entropy: 5.832224, Dataset: advbench, Text Index: 127, Position: 9
186. Token: 'Ġa', Entropy: 5.831925, Dataset: advbench, Text Index: 10, Position: 14
6591. Token: 'Ġa', Entropy: 5.831925, Dataset: advbench, Text Index: 390, Position: 14
1892. Token: 'Ġa', Entropy: 5.831925, Dataset: advbench, Text Index: 113, Position: 14
3860. Token: 'Ġa', Entropy: 5.828798, Dataset: advbench, Text Index: 228, Position: 10
431. Token: 'Ġand', Entropy: 5.821651, Dataset: advbench, Text Index: 25, Position: 14
2540. Token: 'Ġa', Entropy: 5.821061, Dataset: advbench, Text Index: 152, Position: 13
6903. Token: 'Ġfor', Entropy: 5.820352, Dataset: advbench, Text Index: 408, Position: 7
7244. Token: 'Ġand', Entropy: 5.817309, Dataset: advbench, Text Index: 427, Position: 13
5317. Token: 'Ġfake', Entropy: 5.815767, Dataset: advbench, Text Index: 314, Position: 13
1613. Token: ''s', Entropy: 5.813752, Dataset: advbench, Text Index: 96, Position: 10
8430. Token: 'Ġor', Entropy: 5.809096, Dataset: advbench, Text Index: 498, Position: 12
6967. Token: 'ware', Entropy: 5.807831, Dataset: advbench, Text Index: 412, Position: 7
478. Token: 'ware', Entropy: 5.807831, Dataset: advbench, Text Index: 28, Position: 7
4546. Token: 'Ġobtaining', Entropy: 5.806105, Dataset: advbench, Text Index: 269, Position: 7
7582. Token: 'Ġabout', Entropy: 5.805249, Dataset: advbench, Text Index: 447, Position: 12
1750. Token: 'Ġwhile', Entropy: 5.802183, Dataset: advbench, Text Index: 104, Position: 11
4584. Token: 'Ġin', Entropy: 5.801971, Dataset: advbench, Text Index: 271, Position: 13
447. Token: 'Ġor', Entropy: 5.795712, Dataset: advbench, Text Index: 26, Position: 14
3909. Token: 'Ġand', Entropy: 5.791593, Dataset: advbench, Text Index: 231, Position: 16
3309. Token: 'Ġto', Entropy: 5.788960, Dataset: advbench, Text Index: 197, Position: 7
1194. Token: 'Ġto', Entropy: 5.788960, Dataset: advbench, Text Index: 70, Position: 7
292. Token: 'Ġto', Entropy: 5.788960, Dataset: advbench, Text Index: 17, Position: 7
6258. Token: 'Ġto', Entropy: 5.788960, Dataset: advbench, Text Index: 370, Position: 7
3344. Token: 'Ġto', Entropy: 5.788960, Dataset: advbench, Text Index: 199, Position: 7
645. Token: 'Ġto', Entropy: 5.788960, Dataset: advbench, Text Index: 38, Position: 7
4389. Token: 'Ġto', Entropy: 5.788959, Dataset: advbench, Text Index: 260, Position: 7
8508. Token: 'Ġto', Entropy: 5.788959, Dataset: advbench, Text Index: 503, Position: 7
714. Token: 'Ġto', Entropy: 5.788958, Dataset: advbench, Text Index: 42, Position: 7
8550. Token: 'Ġto', Entropy: 5.788958, Dataset: advbench, Text Index: 505, Position: 7
5042. Token: 'Ġto', Entropy: 5.788958, Dataset: advbench, Text Index: 298, Position: 7
3442. Token: 'Ġto', Entropy: 5.788957, Dataset: advbench, Text Index: 205, Position: 7
7109. Token: 'Ġto', Entropy: 5.788957, Dataset: advbench, Text Index: 420, Position: 7
259. Token: 'Ġto', Entropy: 5.788957, Dataset: advbench, Text Index: 15, Position: 7
5613. Token: 'Ġto', Entropy: 5.788957, Dataset: advbench, Text Index: 332, Position: 7
1043. Token: ''s', Entropy: 5.788951, Dataset: advbench, Text Index: 61, Position: 12
4055. Token: 'Ġa', Entropy: 5.787921, Dataset: advbench, Text Index: 239, Position: 13
8159. Token: 'Ġand', Entropy: 5.784440, Dataset: advbench, Text Index: 483, Position: 10
870. Token: 'Ġthe', Entropy: 5.783751, Dataset: advbench, Text Index: 51, Position: 18
2672. Token: 'Ġthe', Entropy: 5.772291, Dataset: advbench, Text Index: 159, Position: 20
5233. Token: 'Ġin', Entropy: 5.769712, Dataset: advbench, Text Index: 309, Position: 10
7678. Token: 'Ġintentionally', Entropy: 5.763510, Dataset: advbench, Text Index: 453, Position: 8
8650. Token: 'Ġintentionally', Entropy: 5.763510, Dataset: advbench, Text Index: 511, Position: 8
6558. Token: 'Ġand', Entropy: 5.759583, Dataset: advbench, Text Index: 388, Position: 11
583. Token: 'Ġmanipulate', Entropy: 5.758825, Dataset: advbench, Text Index: 34, Position: 10
8071. Token: 'Ġmanipulate', Entropy: 5.758825, Dataset: advbench, Text Index: 478, Position: 10
5935. Token: 'Ġmanipulate', Entropy: 5.758821, Dataset: advbench, Text Index: 351, Position: 10
3672. Token: 'Ġto', Entropy: 5.756465, Dataset: advbench, Text Index: 218, Position: 14
3201. Token: 'Ġthrough', Entropy: 5.756150, Dataset: advbench, Text Index: 190, Position: 10
3685. Token: 'Ġa', Entropy: 5.754920, Dataset: advbench, Text Index: 219, Position: 11
2629. Token: 'Ġpromotes', Entropy: 5.752565, Dataset: advbench, Text Index: 157, Position: 10
163. Token: 'Ġin', Entropy: 5.752000, Dataset: advbench, Text Index: 9, Position: 14
3903. Token: 'Ġto', Entropy: 5.748714, Dataset: advbench, Text Index: 231, Position: 10
5154. Token: 'Ġa', Entropy: 5.748109, Dataset: advbench, Text Index: 304, Position: 13
8688. Token: 'Ġvulnerable', Entropy: 5.745424, Dataset: advbench, Text Index: 513, Position: 11
146. Token: 'Ġand', Entropy: 5.744967, Dataset: advbench, Text Index: 8, Position: 11
8026. Token: 'Ġand', Entropy: 5.744966, Dataset: advbench, Text Index: 475, Position: 11
5632. Token: 'Ġof', Entropy: 5.744345, Dataset: advbench, Text Index: 333, Position: 12
5443. Token: 'Ġare', Entropy: 5.743201, Dataset: advbench, Text Index: 321, Position: 12
2919. Token: 'Ġevade', Entropy: 5.740279, Dataset: advbench, Text Index: 173, Position: 10
7811. Token: 'Ġuse', Entropy: 5.730346, Dataset: advbench, Text Index: 461, Position: 11
7206. Token: 'Ġand', Entropy: 5.726091, Dataset: advbench, Text Index: 425, Position: 13
8200. Token: 'Ġusing', Entropy: 5.725020, Dataset: advbench, Text Index: 485, Position: 16
6605. Token: 'Ġstock', Entropy: 5.723547, Dataset: advbench, Text Index: 391, Position: 11
6614. Token: 'net', Entropy: 5.722908, Dataset: advbench, Text Index: 392, Position: 7
8628. Token: 'net', Entropy: 5.722908, Dataset: advbench, Text Index: 510, Position: 7
7829. Token: 'Ġand', Entropy: 5.718518, Dataset: advbench, Text Index: 462, Position: 14
7170. Token: 'Ġinsider', Entropy: 5.716509, Dataset: advbench, Text Index: 423, Position: 8
5208. Token: 'Ġinsider', Entropy: 5.716509, Dataset: advbench, Text Index: 307, Position: 8
1334. Token: 'Ġinsider', Entropy: 5.716509, Dataset: advbench, Text Index: 79, Position: 8
4372. Token: 'Ġphishing', Entropy: 5.715258, Dataset: advbench, Text Index: 259, Position: 8
1234. Token: 'Ġabout', Entropy: 5.709847, Dataset: advbench, Text Index: 72, Position: 12
5504. Token: 'Ġuse', Entropy: 5.707684, Dataset: advbench, Text Index: 325, Position: 10
4684. Token: 'Ġand', Entropy: 5.705997, Dataset: advbench, Text Index: 277, Position: 12
3703. Token: 'Ġillegally', Entropy: 5.703051, Dataset: advbench, Text Index: 220, Position: 8
1958. Token: 'Ġmanufacture', Entropy: 5.700590, Dataset: advbench, Text Index: 117, Position: 10
7733. Token: 'Ġin', Entropy: 5.699341, Dataset: advbench, Text Index: 456, Position: 13
1269. Token: 'Ġcounterfeit', Entropy: 5.698399, Dataset: advbench, Text Index: 74, Position: 13
901. Token: 'Ġpirate', Entropy: 5.697363, Dataset: advbench, Text Index: 53, Position: 7
5776. Token: 'Ġevade', Entropy: 5.695741, Dataset: advbench, Text Index: 342, Position: 12
1027. Token: 'Ġand', Entropy: 5.693690, Dataset: advbench, Text Index: 60, Position: 13
7994. Token: 'Ġmanipulate', Entropy: 5.691725, Dataset: advbench, Text Index: 473, Position: 9
6279. Token: 'Ġand', Entropy: 5.691034, Dataset: advbench, Text Index: 371, Position: 11
5178. Token: 'Ġa', Entropy: 5.687095, Dataset: advbench, Text Index: 305, Position: 15
1356. Token: 'Ġa', Entropy: 5.687095, Dataset: advbench, Text Index: 80, Position: 15
3235. Token: 'Ġmanipulating', Entropy: 5.684696, Dataset: advbench, Text Index: 193, Position: 8
2596. Token: 'Ġand', Entropy: 5.684527, Dataset: advbench, Text Index: 155, Position: 14
3411. Token: 'ifies', Entropy: 5.683774, Dataset: advbench, Text Index: 203, Position: 9
2215. Token: 'Ġto', Entropy: 5.681124, Dataset: advbench, Text Index: 133, Position: 10
6311. Token: 'Ġhack', Entropy: 5.676291, Dataset: advbench, Text Index: 373, Position: 7
7906. Token: 'Ġhack', Entropy: 5.676291, Dataset: advbench, Text Index: 467, Position: 7
5301. Token: 'Ġusing', Entropy: 5.676280, Dataset: advbench, Text Index: 313, Position: 16
8672. Token: 'ifies', Entropy: 5.673073, Dataset: advbench, Text Index: 512, Position: 9
8716. Token: 'Ġmalware', Entropy: 5.665936, Dataset: advbench, Text Index: 515, Position: 6
3819. Token: 'Ġmalware', Entropy: 5.665935, Dataset: advbench, Text Index: 227, Position: 6
863. Token: ',', Entropy: 5.665176, Dataset: advbench, Text Index: 51, Position: 11
5421. Token: 'Ġto', Entropy: 5.664764, Dataset: advbench, Text Index: 320, Position: 8
2143. Token: 'Ġa', Entropy: 5.662035, Dataset: advbench, Text Index: 129, Position: 11
2998. Token: 'Ġand', Entropy: 5.660534, Dataset: advbench, Text Index: 178, Position: 15
169. Token: 'Ġor', Entropy: 5.658149, Dataset: advbench, Text Index: 9, Position: 20
3545. Token: 'Ġand', Entropy: 5.656405, Dataset: advbench, Text Index: 211, Position: 11
6849. Token: 'Ġin', Entropy: 5.655804, Dataset: advbench, Text Index: 405, Position: 15
523. Token: 'Ġor', Entropy: 5.651529, Dataset: advbench, Text Index: 30, Position: 15
3258. Token: ''s', Entropy: 5.651379, Dataset: advbench, Text Index: 194, Position: 13
8291. Token: 'Ġabout', Entropy: 5.643005, Dataset: advbench, Text Index: 490, Position: 13
4752. Token: 'Ġabout', Entropy: 5.643005, Dataset: advbench, Text Index: 281, Position: 13
8091. Token: 'Ġthe', Entropy: 5.643004, Dataset: advbench, Text Index: 479, Position: 13
4582. Token: 'Ġto', Entropy: 5.642684, Dataset: advbench, Text Index: 271, Position: 11
7340. Token: 'Ġand', Entropy: 5.642244, Dataset: advbench, Text Index: 433, Position: 12
459. Token: 'Ġan', Entropy: 5.638766, Dataset: advbench, Text Index: 27, Position: 10
4238. Token: 'Ġa', Entropy: 5.636466, Dataset: advbench, Text Index: 250, Position: 16
681. Token: 'Ġcan', Entropy: 5.633482, Dataset: advbench, Text Index: 40, Position: 8
6024. Token: 'Ġto', Entropy: 5.629494, Dataset: advbench, Text Index: 356, Position: 11
2411. Token: 'Ġand', Entropy: 5.629168, Dataset: advbench, Text Index: 144, Position: 16
1252. Token: 'Ġby', Entropy: 5.628803, Dataset: advbench, Text Index: 73, Position: 14
2426. Token: 'Ġfor', Entropy: 5.628757, Dataset: advbench, Text Index: 145, Position: 13
8723. Token: 'Ġa', Entropy: 5.626320, Dataset: advbench, Text Index: 515, Position: 13
667. Token: 'Ġand', Entropy: 5.625949, Dataset: advbench, Text Index: 39, Position: 12
2799. Token: 'Ġa', Entropy: 5.622989, Dataset: advbench, Text Index: 167, Position: 5
7866. Token: 'Ġa', Entropy: 5.622989, Dataset: advbench, Text Index: 465, Position: 5
4677. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 277, Position: 5
5691. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 337, Position: 5
73. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 4, Position: 5
4917. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 291, Position: 5
5535. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 327, Position: 5
500. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 29, Position: 5
307. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 18, Position: 5
56. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 3, Position: 5
5228. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 309, Position: 5
2383. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 143, Position: 5
8208. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 486, Position: 5
3728. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 222, Position: 5
1524. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 91, Position: 5
5980. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 354, Position: 5
6085. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 360, Position: 5
4314. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 256, Position: 5
4288. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 254, Position: 5
7757. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 458, Position: 5
1019. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 60, Position: 5
7038. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 416, Position: 5
3127. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 186, Position: 5
643. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 38, Position: 5
1192. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 70, Position: 5
3479. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 207, Position: 5
8389. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 496, Position: 5
5567. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 329, Position: 5
2532. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 152, Position: 5
944. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 56, Position: 5
5026. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 297, Position: 5
4115. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 243, Position: 5
8506. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 503, Position: 5
7219. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 426, Position: 5
5656. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 335, Position: 5
2914. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 173, Position: 5
6791. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 402, Position: 5
2624. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 157, Position: 5
4820. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 285, Position: 5
6375. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 377, Position: 5
5328. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 315, Position: 5
6054. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 358, Position: 5
3885. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 230, Position: 5
6599. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 391, Position: 5
6292. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 372, Position: 5
2137. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 129, Position: 5
6482. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 384, Position: 5
4790. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 283, Position: 5
2051. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 123, Position: 5
5769. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 342, Position: 5
4246. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 251, Position: 5
4149. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 245, Position: 5
840. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 50, Position: 5
3423. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 204, Position: 5
5276. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 312, Position: 5
6672. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 395, Position: 5
3440. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 205, Position: 5
5290. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 313, Position: 5
1477. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 88, Position: 5
7072. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 418, Position: 5
7288. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 430, Position: 5
2498. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 150, Position: 5
778. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 46, Position: 5
2156. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 130, Position: 5
2549. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 153, Position: 5
2233. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 134, Position: 5
3037. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 181, Position: 5
4486. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 266, Position: 5
5168. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 305, Position: 5
140. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 8, Position: 5
6273. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 371, Position: 5
8006. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 474, Position: 5
4576. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 271, Position: 5
1835. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 110, Position: 5
336. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 20, Position: 5
8189. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 485, Position: 5
5387. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 318, Position: 5
23. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 1, Position: 5
3998. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 236, Position: 5
3394. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 202, Position: 5
7675. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 453, Position: 5
8668. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 512, Position: 5
112. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 6, Position: 5
5404. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 319, Position: 5
8438. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 499, Position: 5
8103. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 480, Position: 5
4259. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 252, Position: 5
8049. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 477, Position: 5
6256. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 370, Position: 5
544. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 32, Position: 5
8406. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 497, Position: 5
4991. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 295, Position: 5
4974. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 294, Position: 5
2869. Token: 'Ġa', Entropy: 5.622986, Dataset: advbench, Text Index: 170, Position: 5
