Top 20% High Entropy Tokens (sorted by entropy):

851. Token: 'Ġsuccessful', Entropy: 8.137491, Dataset: advbench, Text Index: 61, Position: 9
1533. Token: 'Ġa', Entropy: 6.963308, Dataset: advbench, Text Index: 112, Position: 2
4606. Token: 'Ġa', Entropy: 6.963308, Dataset: advbench, Text Index: 334, Position: 2
3849. Token: 'Ġa', Entropy: 6.963308, Dataset: advbench, Text Index: 279, Position: 2
6298. Token: 'Ġa', Entropy: 6.963308, Dataset: advbench, Text Index: 455, Position: 2
3475. Token: 'Ġa', Entropy: 6.963308, Dataset: advbench, Text Index: 251, Position: 2
4066. Token: 'Ġa', Entropy: 6.963308, Dataset: advbench, Text Index: 294, Position: 2
4080. Token: 'Ġa', Entropy: 6.963308, Dataset: advbench, Text Index: 295, Position: 2
3424. Token: 'Ġa', Entropy: 6.963308, Dataset: advbench, Text Index: 247, Position: 2
5777. Token: 'Ġa', Entropy: 6.963308, Dataset: advbench, Text Index: 418, Position: 2
405. Token: 'Ġa', Entropy: 6.963308, Dataset: advbench, Text Index: 29, Position: 2
6727. Token: 'Ġthe', Entropy: 6.963151, Dataset: advbench, Text Index: 487, Position: 6
509. Token: 'Ġa', Entropy: 6.960856, Dataset: advbench, Text Index: 37, Position: 6
718. Token: 'Ġa', Entropy: 6.958600, Dataset: advbench, Text Index: 52, Position: 5
6430. Token: 'Ġa', Entropy: 6.951295, Dataset: advbench, Text Index: 465, Position: 5
2553. Token: 'Ġa', Entropy: 6.951293, Dataset: advbench, Text Index: 185, Position: 5
3721. Token: 'Ġusing', Entropy: 6.947351, Dataset: advbench, Text Index: 269, Position: 7
5303. Token: 'Ġa', Entropy: 6.933181, Dataset: advbench, Text Index: 385, Position: 6
6147. Token: 'Ġa', Entropy: 6.914132, Dataset: advbench, Text Index: 444, Position: 5
4781. Token: 'Ġa', Entropy: 6.914131, Dataset: advbench, Text Index: 347, Position: 5
5885. Token: 'Ġthe', Entropy: 6.910178, Dataset: advbench, Text Index: 425, Position: 6
2359. Token: 'Ġthe', Entropy: 6.910178, Dataset: advbench, Text Index: 170, Position: 6
3091. Token: 'Ġthe', Entropy: 6.910177, Dataset: advbench, Text Index: 224, Position: 6
494. Token: 'Ġon', Entropy: 6.906964, Dataset: advbench, Text Index: 36, Position: 4
6034. Token: 'Ġon', Entropy: 6.906964, Dataset: advbench, Text Index: 436, Position: 4
4393. Token: 'Ġon', Entropy: 6.906964, Dataset: advbench, Text Index: 317, Position: 4
2507. Token: 'Ġon', Entropy: 6.906964, Dataset: advbench, Text Index: 182, Position: 4
5430. Token: 'Ġon', Entropy: 6.906963, Dataset: advbench, Text Index: 394, Position: 4
482. Token: 'Ġon', Entropy: 6.906962, Dataset: advbench, Text Index: 35, Position: 4
6368. Token: 'Ġon', Entropy: 6.906962, Dataset: advbench, Text Index: 460, Position: 4
5003. Token: 'Ġon', Entropy: 6.906962, Dataset: advbench, Text Index: 363, Position: 4
1031. Token: 'Ġon', Entropy: 6.906962, Dataset: advbench, Text Index: 74, Position: 4
104. Token: 'Ġon', Entropy: 6.906962, Dataset: advbench, Text Index: 7, Position: 4
3399. Token: 'Ġon', Entropy: 6.906961, Dataset: advbench, Text Index: 245, Position: 4
442. Token: 'Ġon', Entropy: 6.906961, Dataset: advbench, Text Index: 32, Position: 4
6855. Token: 'Ġon', Entropy: 6.906961, Dataset: advbench, Text Index: 496, Position: 4
6709. Token: 'Ġa', Entropy: 6.900613, Dataset: advbench, Text Index: 486, Position: 2
2825. Token: 'Ġa', Entropy: 6.893552, Dataset: advbench, Text Index: 205, Position: 6
2300. Token: 'Ġa', Entropy: 6.884896, Dataset: advbench, Text Index: 167, Position: 8
2037. Token: 'Ġthe', Entropy: 6.878255, Dataset: advbench, Text Index: 149, Position: 6
2432. Token: 'Ġa', Entropy: 6.857276, Dataset: advbench, Text Index: 176, Position: 9
901. Token: 'Ġfor', Entropy: 6.856380, Dataset: advbench, Text Index: 64, Position: 4
1796. Token: 'Ġa', Entropy: 6.846346, Dataset: advbench, Text Index: 132, Position: 2
6288. Token: 'Ġfor', Entropy: 6.843730, Dataset: advbench, Text Index: 454, Position: 5
7109. Token: 'Ġthe', Entropy: 6.838483, Dataset: advbench, Text Index: 514, Position: 7
1791. Token: 'Ġa', Entropy: 6.833834, Dataset: advbench, Text Index: 131, Position: 7
3226. Token: 'Ġcertain', Entropy: 6.824276, Dataset: advbench, Text Index: 233, Position: 7
6771. Token: 'Generate', Entropy: 6.820597, Dataset: advbench, Text Index: 490, Position: 1
1876. Token: 'Generate', Entropy: 6.820597, Dataset: advbench, Text Index: 137, Position: 1
5941. Token: 'Generate', Entropy: 6.820597, Dataset: advbench, Text Index: 429, Position: 1
1116. Token: 'Generate', Entropy: 6.820597, Dataset: advbench, Text Index: 81, Position: 1
6891. Token: 'Generate', Entropy: 6.820597, Dataset: advbench, Text Index: 499, Position: 1
431. Token: 'Generate', Entropy: 6.820597, Dataset: advbench, Text Index: 31, Position: 1
6547. Token: 'Generate', Entropy: 6.820597, Dataset: advbench, Text Index: 474, Position: 1
5214. Token: 'Generate', Entropy: 6.820597, Dataset: advbench, Text Index: 378, Position: 1
6476. Token: 'Generate', Entropy: 6.820597, Dataset: advbench, Text Index: 468, Position: 1
5411. Token: 'Generate', Entropy: 6.820596, Dataset: advbench, Text Index: 393, Position: 1
5012. Token: 'Generate', Entropy: 6.820596, Dataset: advbench, Text Index: 364, Position: 1
576. Token: 'Ġa', Entropy: 6.795114, Dataset: advbench, Text Index: 42, Position: 2
6983. Token: 'Ġa', Entropy: 6.795114, Dataset: advbench, Text Index: 505, Position: 2
6144. Token: 'Ġa', Entropy: 6.795114, Dataset: advbench, Text Index: 444, Position: 2
3347. Token: 'Ġa', Entropy: 6.795114, Dataset: advbench, Text Index: 241, Position: 2
4482. Token: 'Ġa', Entropy: 6.795112, Dataset: advbench, Text Index: 324, Position: 2
519. Token: 'Ġa', Entropy: 6.795112, Dataset: advbench, Text Index: 38, Position: 2
2073. Token: 'Ġa', Entropy: 6.795112, Dataset: advbench, Text Index: 152, Position: 2
5250. Token: 'Ġa', Entropy: 6.795112, Dataset: advbench, Text Index: 381, Position: 2
2821. Token: 'Ġa', Entropy: 6.795112, Dataset: advbench, Text Index: 205, Position: 2
4685. Token: 'Ġa', Entropy: 6.795112, Dataset: advbench, Text Index: 340, Position: 2
231. Token: 'Ġa', Entropy: 6.795112, Dataset: advbench, Text Index: 17, Position: 2
4778. Token: 'Ġa', Entropy: 6.795112, Dataset: advbench, Text Index: 347, Position: 2
4208. Token: 'Ġa', Entropy: 6.795112, Dataset: advbench, Text Index: 304, Position: 2
6947. Token: 'Ġa', Entropy: 6.795112, Dataset: advbench, Text Index: 503, Position: 2
4277. Token: 'Ġa', Entropy: 6.795112, Dataset: advbench, Text Index: 309, Position: 2
4327. Token: 'Ġa', Entropy: 6.795112, Dataset: advbench, Text Index: 313, Position: 2
1815. Token: 'Ġa', Entropy: 6.795112, Dataset: advbench, Text Index: 133, Position: 2
1710. Token: 'Ġa', Entropy: 6.790240, Dataset: advbench, Text Index: 125, Position: 8
5637. Token: 'Ġfor', Entropy: 6.767158, Dataset: advbench, Text Index: 408, Position: 4
3718. Token: 'Ġfor', Entropy: 6.767158, Dataset: advbench, Text Index: 269, Position: 4
6804. Token: 'Ġfor', Entropy: 6.767157, Dataset: advbench, Text Index: 492, Position: 4
5304. Token: 'Ġfake', Entropy: 6.765897, Dataset: advbench, Text Index: 385, Position: 7
1259. Token: 'Ġan', Entropy: 6.750465, Dataset: advbench, Text Index: 92, Position: 2
6360. Token: 'Ġfake', Entropy: 6.750332, Dataset: advbench, Text Index: 459, Position: 10
5634. Token: 'S', Entropy: 6.747874, Dataset: advbench, Text Index: 408, Position: 1
3715. Token: 'S', Entropy: 6.747874, Dataset: advbench, Text Index: 269, Position: 1
6801. Token: 'S', Entropy: 6.747873, Dataset: advbench, Text Index: 492, Position: 1
2438. Token: 'Ġa', Entropy: 6.740739, Dataset: advbench, Text Index: 177, Position: 2
772. Token: 'Ġa', Entropy: 6.715240, Dataset: advbench, Text Index: 56, Position: 8
4373. Token: 'Ġa', Entropy: 6.707967, Dataset: advbench, Text Index: 316, Position: 2
3317. Token: 'ulate', Entropy: 6.698498, Dataset: advbench, Text Index: 239, Position: 2
1792. Token: 'Ġfake', Entropy: 6.686478, Dataset: advbench, Text Index: 131, Position: 8
1799. Token: 'Ġa', Entropy: 6.683152, Dataset: advbench, Text Index: 132, Position: 5
3628. Token: 'Ġa', Entropy: 6.671090, Dataset: advbench, Text Index: 263, Position: 2
881. Token: 'Ġa', Entropy: 6.671088, Dataset: advbench, Text Index: 63, Position: 2
3726. Token: 'Ġa', Entropy: 6.671088, Dataset: advbench, Text Index: 270, Position: 2
4444. Token: 'Ġa', Entropy: 6.671087, Dataset: advbench, Text Index: 321, Position: 2
3559. Token: 'Ġfor', Entropy: 6.667530, Dataset: advbench, Text Index: 258, Position: 4
6773. Token: 'Ġfake', Entropy: 6.627856, Dataset: advbench, Text Index: 490, Position: 3
3775. Token: 'Ġsells', Entropy: 6.627486, Dataset: advbench, Text Index: 273, Position: 8
3250. Token: 'Ġfake', Entropy: 6.592491, Dataset: advbench, Text Index: 234, Position: 9
6996. Token: 'ading', Entropy: 6.588528, Dataset: advbench, Text Index: 506, Position: 6
2699. Token: 'loit', Entropy: 6.585211, Dataset: advbench, Text Index: 196, Position: 2
4783. Token: '-scale', Entropy: 6.577591, Dataset: advbench, Text Index: 347, Position: 7
5271. Token: 'Ġa', Entropy: 6.532935, Dataset: advbench, Text Index: 382, Position: 9
6708. Token: 'Draft', Entropy: 6.521463, Dataset: advbench, Text Index: 486, Position: 1
3022. Token: 'Ġa', Entropy: 6.518033, Dataset: advbench, Text Index: 219, Position: 9
5104. Token: 'Ġa', Entropy: 6.511550, Dataset: advbench, Text Index: 370, Position: 6
973. Token: 'Ġa', Entropy: 6.511550, Dataset: advbench, Text Index: 70, Position: 6
4448. Token: 'Ġcertain', Entropy: 6.508928, Dataset: advbench, Text Index: 321, Position: 6
795. Token: 'Ġof', Entropy: 6.507638, Dataset: advbench, Text Index: 58, Position: 4
3690. Token: 'Ġa', Entropy: 6.498159, Dataset: advbench, Text Index: 267, Position: 10
5640. Token: 'Ġa', Entropy: 6.496459, Dataset: advbench, Text Index: 408, Position: 7
686. Token: 'Ġand', Entropy: 6.491401, Dataset: advbench, Text Index: 50, Position: 8
2983. Token: 'Ġa', Entropy: 6.490570, Dataset: advbench, Text Index: 216, Position: 6
6809. Token: 'Ġand', Entropy: 6.475164, Dataset: advbench, Text Index: 492, Position: 9
3576. Token: 'Ġfor', Entropy: 6.472869, Dataset: advbench, Text Index: 259, Position: 4
4410. Token: 'Ġa', Entropy: 6.463338, Dataset: advbench, Text Index: 318, Position: 8
2659. Token: 'Ġand', Entropy: 6.456242, Dataset: advbench, Text Index: 193, Position: 8
5295. Token: 'Ġa', Entropy: 6.453967, Dataset: advbench, Text Index: 384, Position: 8
3843. Token: 'Ġlocal', Entropy: 6.441103, Dataset: advbench, Text Index: 278, Position: 8
1059. Token: 'Ġdistribute', Entropy: 6.437105, Dataset: advbench, Text Index: 76, Position: 8
4690. Token: 'Ġa', Entropy: 6.428535, Dataset: advbench, Text Index: 340, Position: 7
5565. Token: 'Ġa', Entropy: 6.420626, Dataset: advbench, Text Index: 403, Position: 9
6007. Token: 'Ġa', Entropy: 6.420624, Dataset: advbench, Text Index: 434, Position: 9
6384. Token: 'Ġuse', Entropy: 6.418354, Dataset: advbench, Text Index: 461, Position: 8
6806. Token: 'ading', Entropy: 6.415498, Dataset: advbench, Text Index: 492, Position: 6
6023. Token: 'Ġand', Entropy: 6.414869, Dataset: advbench, Text Index: 435, Position: 12
5832. Token: 'Ġwith', Entropy: 6.399661, Dataset: advbench, Text Index: 422, Position: 4
1607. Token: 'Ġdistribute', Entropy: 6.386156, Dataset: advbench, Text Index: 117, Position: 9
715. Token: 'Ġthe', Entropy: 6.380886, Dataset: advbench, Text Index: 52, Position: 2
2655. Token: 'Ġfor', Entropy: 6.377816, Dataset: advbench, Text Index: 193, Position: 4
1432. Token: 'Ġavoid', Entropy: 6.365634, Dataset: advbench, Text Index: 104, Position: 6
6670. Token: 'Ġand', Entropy: 6.354720, Dataset: advbench, Text Index: 483, Position: 7
4446. Token: 'Ġon', Entropy: 6.349318, Dataset: advbench, Text Index: 321, Position: 4
3531. Token: 'Ġa', Entropy: 6.339732, Dataset: advbench, Text Index: 256, Position: 5
2884. Token: 'Ġa', Entropy: 6.334294, Dataset: advbench, Text Index: 209, Position: 7
3719. Token: 'Ġobtaining', Entropy: 6.333089, Dataset: advbench, Text Index: 269, Position: 5
2749. Token: 'Ġand', Entropy: 6.317994, Dataset: advbench, Text Index: 199, Position: 8
4362. Token: 'Ġa', Entropy: 6.316833, Dataset: advbench, Text Index: 315, Position: 7
6221. Token: 'Ġa', Entropy: 6.302508, Dataset: advbench, Text Index: 449, Position: 8
1538. Token: 'Ġa', Entropy: 6.297394, Dataset: advbench, Text Index: 112, Position: 7
1213. Token: 'Ġof', Entropy: 6.283244, Dataset: advbench, Text Index: 88, Position: 8
6210. Token: 'Ġand', Entropy: 6.279665, Dataset: advbench, Text Index: 448, Position: 8
4965. Token: 'Ġor', Entropy: 6.275234, Dataset: advbench, Text Index: 360, Position: 8
5968. Token: 'Ġdistribute', Entropy: 6.267664, Dataset: advbench, Text Index: 431, Position: 8
1020. Token: 'Ġin', Entropy: 6.266408, Dataset: advbench, Text Index: 73, Position: 8
19. Token: 'Ġfor', Entropy: 6.256263, Dataset: advbench, Text Index: 1, Position: 4
5048. Token: 'Ġon', Entropy: 6.256052, Dataset: advbench, Text Index: 366, Position: 3
4144. Token: 'Ġon', Entropy: 6.256052, Dataset: advbench, Text Index: 300, Position: 3
6868. Token: 'Ġon', Entropy: 6.256052, Dataset: advbench, Text Index: 497, Position: 3
5504. Token: 'Ġon', Entropy: 6.256048, Dataset: advbench, Text Index: 399, Position: 3
4543. Token: 'Ġa', Entropy: 6.252604, Dataset: advbench, Text Index: 328, Position: 9
2838. Token: 'Ġa', Entropy: 6.249247, Dataset: advbench, Text Index: 206, Position: 8
5209. Token: 'ifies', Entropy: 6.242832, Dataset: advbench, Text Index: 377, Position: 6
1920. Token: 'ifies', Entropy: 6.242831, Dataset: advbench, Text Index: 140, Position: 6
1618. Token: 'Ġof', Entropy: 6.242778, Dataset: advbench, Text Index: 118, Position: 8
4926. Token: 'Ġa', Entropy: 6.237748, Dataset: advbench, Text Index: 357, Position: 10
2437. Token: 'Train', Entropy: 6.235351, Dataset: advbench, Text Index: 177, Position: 1
6763. Token: 'Ġa', Entropy: 6.233537, Dataset: advbench, Text Index: 489, Position: 8
408. Token: 'Ġmaking', Entropy: 6.232299, Dataset: advbench, Text Index: 29, Position: 5
1211. Token: 'Ġthe', Entropy: 6.229554, Dataset: advbench, Text Index: 88, Position: 6
3077. Token: 'Ġa', Entropy: 6.228470, Dataset: advbench, Text Index: 223, Position: 10
2523. Token: 'Ġevade', Entropy: 6.211230, Dataset: advbench, Text Index: 183, Position: 7
5467. Token: 'Ġa', Entropy: 6.208893, Dataset: advbench, Text Index: 396, Position: 10
7124. Token: 'Ġthe', Entropy: 6.208852, Dataset: advbench, Text Index: 515, Position: 7
6746. Token: 'Ġthe', Entropy: 6.208663, Dataset: advbench, Text Index: 488, Position: 12
2472. Token: 'Ġdistribute', Entropy: 6.198009, Dataset: advbench, Text Index: 179, Position: 8
6941. Token: 'Ġusing', Entropy: 6.195966, Dataset: advbench, Text Index: 502, Position: 9
1416. Token: 'Ġa', Entropy: 6.194546, Dataset: advbench, Text Index: 103, Position: 8
5754. Token: 'Ġavoid', Entropy: 6.194008, Dataset: advbench, Text Index: 416, Position: 6
647. Token: 'Ġa', Entropy: 6.187764, Dataset: advbench, Text Index: 47, Position: 8
2674. Token: 'Ġa', Entropy: 6.187761, Dataset: advbench, Text Index: 194, Position: 8
1802. Token: 'Ġpromotes', Entropy: 6.186388, Dataset: advbench, Text Index: 132, Position: 8
3009. Token: 'Ġand', Entropy: 6.179297, Dataset: advbench, Text Index: 218, Position: 9
6994. Token: 'Ġfor', Entropy: 6.178686, Dataset: advbench, Text Index: 506, Position: 4
3706. Token: 'Ġa', Entropy: 6.177357, Dataset: advbench, Text Index: 268, Position: 8
3224. Token: 'Ġthat', Entropy: 6.169239, Dataset: advbench, Text Index: 233, Position: 5
540. Token: 'Ġand', Entropy: 6.152262, Dataset: advbench, Text Index: 39, Position: 9
2473. Token: 'Ġhomemade', Entropy: 6.149098, Dataset: advbench, Text Index: 179, Position: 9
5638. Token: 'Ġhacking', Entropy: 6.148558, Dataset: advbench, Text Index: 408, Position: 5
682. Token: 'Ġfor', Entropy: 6.148178, Dataset: advbench, Text Index: 50, Position: 4
3839. Token: 'Ġfor', Entropy: 6.148177, Dataset: advbench, Text Index: 278, Position: 4
6738. Token: 'Ġfor', Entropy: 6.148176, Dataset: advbench, Text Index: 488, Position: 4
3055. Token: 'Ġfor', Entropy: 6.148176, Dataset: advbench, Text Index: 222, Position: 4
2427. Token: 'Ġon', Entropy: 6.146404, Dataset: advbench, Text Index: 176, Position: 4
2296. Token: 'Ġon', Entropy: 6.146398, Dataset: advbench, Text Index: 167, Position: 4
2183. Token: 'Ġa', Entropy: 6.145668, Dataset: advbench, Text Index: 159, Position: 8
4039. Token: 'Ġa', Entropy: 6.140455, Dataset: advbench, Text Index: 292, Position: 9
3376. Token: 'Ġa', Entropy: 6.140454, Dataset: advbench, Text Index: 243, Position: 9
2147. Token: 'Ġand', Entropy: 6.137932, Dataset: advbench, Text Index: 156, Position: 11
7012. Token: 'Ġdistribute', Entropy: 6.136559, Dataset: advbench, Text Index: 507, Position: 8
4109. Token: 'Ġfor', Entropy: 6.130114, Dataset: advbench, Text Index: 297, Position: 3
6249. Token: 'Ġfor', Entropy: 6.130113, Dataset: advbench, Text Index: 451, Position: 3
1054. Token: 'Ġfor', Entropy: 6.130111, Dataset: advbench, Text Index: 76, Position: 3
2703. Token: 'Ġa', Entropy: 6.130100, Dataset: advbench, Text Index: 196, Position: 6
702. Token: ',', Entropy: 6.126266, Dataset: advbench, Text Index: 51, Position: 10
2057. Token: 'Ġand', Entropy: 6.122334, Dataset: advbench, Text Index: 150, Position: 14
581. Token: 'Ġa', Entropy: 6.117110, Dataset: advbench, Text Index: 42, Position: 7
2865. Token: 'Ġan', Entropy: 6.117012, Dataset: advbench, Text Index: 208, Position: 2
2484. Token: 'Ġand', Entropy: 6.114719, Dataset: advbench, Text Index: 180, Position: 9
2322. Token: 'Ġa', Entropy: 6.108471, Dataset: advbench, Text Index: 168, Position: 8
594. Token: 'Ġand', Entropy: 6.107986, Dataset: advbench, Text Index: 43, Position: 8
1023. Token: 'Ġby', Entropy: 6.101162, Dataset: advbench, Text Index: 73, Position: 11
916. Token: 'Ġand', Entropy: 6.101014, Dataset: advbench, Text Index: 65, Position: 10
5668. Token: 'Ġand', Entropy: 6.098800, Dataset: advbench, Text Index: 410, Position: 8
2761. Token: 'Ġthe', Entropy: 6.097848, Dataset: advbench, Text Index: 200, Position: 6
2704. Token: 'Ġpopular', Entropy: 6.097043, Dataset: advbench, Text Index: 196, Position: 7
463. Token: 'Ġdistribute', Entropy: 6.094146, Dataset: advbench, Text Index: 33, Position: 11
6344. Token: 'Ġtheir', Entropy: 6.092749, Dataset: advbench, Text Index: 458, Position: 9
6601. Token: 'Ġmanipulate', Entropy: 6.090244, Dataset: advbench, Text Index: 478, Position: 7
4838. Token: 'Ġmanipulate', Entropy: 6.090244, Dataset: advbench, Text Index: 351, Position: 7
473. Token: 'Ġmanipulate', Entropy: 6.090241, Dataset: advbench, Text Index: 34, Position: 7
1991. Token: 'Ġfor', Entropy: 6.080836, Dataset: advbench, Text Index: 145, Position: 10
3322. Token: 'Ġa', Entropy: 6.080772, Dataset: advbench, Text Index: 239, Position: 7
4868. Token: 'Ġand', Entropy: 6.074559, Dataset: advbench, Text Index: 353, Position: 10
5108. Token: 'Ġand', Entropy: 6.062877, Dataset: advbench, Text Index: 370, Position: 10
500. Token: 'Ġusing', Entropy: 6.052989, Dataset: advbench, Text Index: 36, Position: 10
1896. Token: 'Ġand', Entropy: 6.051877, Dataset: advbench, Text Index: 138, Position: 8
1460. Token: 'Ġand', Entropy: 6.050315, Dataset: advbench, Text Index: 106, Position: 11
4203. Token: 'Ġand', Entropy: 6.046374, Dataset: advbench, Text Index: 303, Position: 9
1446. Token: 'Ġuse', Entropy: 6.041650, Dataset: advbench, Text Index: 105, Position: 9
2186. Token: ',', Entropy: 6.039565, Dataset: advbench, Text Index: 159, Position: 11
1697. Token: 'Ġa', Entropy: 6.038350, Dataset: advbench, Text Index: 124, Position: 8
5321. Token: 'Ġcounter', Entropy: 6.032382, Dataset: advbench, Text Index: 386, Position: 7
812. Token: 'Ġuse', Entropy: 6.029078, Dataset: advbench, Text Index: 59, Position: 5
717. Token: 'Ġfor', Entropy: 6.026500, Dataset: advbench, Text Index: 52, Position: 4
7159. Token: 'Ġand', Entropy: 6.025262, Dataset: advbench, Text Index: 517, Position: 10
1616. Token: 'Ġthe', Entropy: 6.025048, Dataset: advbench, Text Index: 118, Position: 6
2396. Token: 'Ġevade', Entropy: 6.024880, Dataset: advbench, Text Index: 173, Position: 7
616. Token: 'Ġa', Entropy: 6.021359, Dataset: advbench, Text Index: 45, Position: 5
5925. Token: 'Ġa', Entropy: 6.021358, Dataset: advbench, Text Index: 428, Position: 5
2187. Token: 'Ġincluding', Entropy: 6.017730, Dataset: advbench, Text Index: 159, Position: 12
5868. Token: 'ĠD', Entropy: 6.008062, Dataset: advbench, Text Index: 424, Position: 7
4801. Token: 'Ġand', Entropy: 5.996199, Dataset: advbench, Text Index: 348, Position: 8
3563. Token: 'Ġa', Entropy: 5.994452, Dataset: advbench, Text Index: 258, Position: 8
3478. Token: 'Ġhacking', Entropy: 5.992743, Dataset: advbench, Text Index: 251, Position: 5
7097. Token: 'Ġtargets', Entropy: 5.992504, Dataset: advbench, Text Index: 513, Position: 7
6913. Token: 'Ġand', Entropy: 5.987423, Dataset: advbench, Text Index: 500, Position: 9
3291. Token: 'Ġand', Entropy: 5.986641, Dataset: advbench, Text Index: 237, Position: 5
5134. Token: 'Ġand', Entropy: 5.986641, Dataset: advbench, Text Index: 372, Position: 5
5433. Token: 'Ġbypass', Entropy: 5.986012, Dataset: advbench, Text Index: 394, Position: 7
1884. Token: 'Ġand', Entropy: 5.984248, Dataset: advbench, Text Index: 137, Position: 9
407. Token: 'Ġfor', Entropy: 5.980466, Dataset: advbench, Text Index: 29, Position: 4
3660. Token: 'Ġor', Entropy: 5.975783, Dataset: advbench, Text Index: 265, Position: 12
2383. Token: 'Ġa', Entropy: 5.975533, Dataset: advbench, Text Index: 172, Position: 8
3034. Token: 'Ġillegally', Entropy: 5.973135, Dataset: advbench, Text Index: 220, Position: 5
5063. Token: 'Ġon', Entropy: 5.966537, Dataset: advbench, Text Index: 367, Position: 5
5037. Token: 'Ġfake', Entropy: 5.955768, Dataset: advbench, Text Index: 365, Position: 8
6068. Token: 'Ġfake', Entropy: 5.953684, Dataset: advbench, Text Index: 438, Position: 10
1429. Token: 'Ġon', Entropy: 5.951710, Dataset: advbench, Text Index: 104, Position: 3
2922. Token: 'Ġvulnerable', Entropy: 5.948427, Dataset: advbench, Text Index: 212, Position: 8
6399. Token: 'Ġand', Entropy: 5.944581, Dataset: advbench, Text Index: 462, Position: 11
1036. Token: 'Ġdistribute', Entropy: 5.944471, Dataset: advbench, Text Index: 74, Position: 9
4816. Token: 'Ġa', Entropy: 5.944200, Dataset: advbench, Text Index: 349, Position: 10
3979. Token: 'Ġfor', Entropy: 5.941768, Dataset: advbench, Text Index: 288, Position: 4
2931. Token: 'Ġfor', Entropy: 5.941768, Dataset: advbench, Text Index: 213, Position: 4
4173. Token: 'Ġfor', Entropy: 5.941768, Dataset: advbench, Text Index: 302, Position: 4
4318. Token: 'Ġfor', Entropy: 5.941765, Dataset: advbench, Text Index: 312, Position: 4
4614. Token: 'Ġusing', Entropy: 5.939916, Dataset: advbench, Text Index: 334, Position: 10
3249. Token: 'Ġa', Entropy: 5.939540, Dataset: advbench, Text Index: 234, Position: 8
3321. Token: 'Ġcause', Entropy: 5.938657, Dataset: advbench, Text Index: 239, Position: 6
348. Token: 'Ġand', Entropy: 5.936945, Dataset: advbench, Text Index: 25, Position: 11
976. Token: 'Ġand', Entropy: 5.936041, Dataset: advbench, Text Index: 70, Position: 9
3443. Token: 'Ġa', Entropy: 5.933476, Dataset: advbench, Text Index: 248, Position: 7
4601. Token: 'Ġof', Entropy: 5.933201, Dataset: advbench, Text Index: 333, Position: 9
4099. Token: 'Ġin', Entropy: 5.927658, Dataset: advbench, Text Index: 296, Position: 7
623. Token: 'Ġand', Entropy: 5.925390, Dataset: advbench, Text Index: 45, Position: 12
1851. Token: 'Ġor', Entropy: 5.924896, Dataset: advbench, Text Index: 135, Position: 7
2765. Token: 'Ġof', Entropy: 5.920194, Dataset: advbench, Text Index: 200, Position: 10
1605. Token: 'Ġmanufacture', Entropy: 5.920124, Dataset: advbench, Text Index: 117, Position: 7
7169. Token: 'Ġevade', Entropy: 5.906535, Dataset: advbench, Text Index: 518, Position: 7
5232. Token: 'Ġcyber', Entropy: 5.903517, Dataset: advbench, Text Index: 379, Position: 9
7100. Token: 'Ġfor', Entropy: 5.903063, Dataset: advbench, Text Index: 513, Position: 10
3063. Token: 'Ġand', Entropy: 5.901248, Dataset: advbench, Text Index: 222, Position: 12
2907. Token: 'Ġand', Entropy: 5.897235, Dataset: advbench, Text Index: 211, Position: 8
3087. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 224, Position: 2
3397. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 245, Position: 2
3. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 0, Position: 2
4293. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 310, Position: 2
6032. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 436, Position: 2
4316. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 312, Position: 2
4303. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 311, Position: 2
5952. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 430, Position: 2
6723. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 487, Position: 2
5816. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 421, Position: 2
6818. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 493, Position: 2
3485. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 252, Position: 2
4418. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 319, Position: 2
5909. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 427, Position: 2
3668. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 266, Position: 2
1153. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 84, Position: 2
2794. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 203, Position: 2
4510. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 326, Position: 2
956. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 69, Position: 2
4391. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 317, Position: 2
2893. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 210, Position: 2
6992. Token: 'Ġa', Entropy: 5.895344, Dataset: advbench, Text Index: 506, Position: 2
